The Municipal Building,0.46651214,0.06794167,0.015353343,0.22883227,0.20701535,0.014345228
Antioch Baptist Church,0.25397694,0.0009589448,0.0002668343,0.14244956,0.0015861169,0.6007616
Schomburg Center for Research in Black Culture,0.010076105,7.5626645e-05,0.05890573,0.7898249,0.00012509486,0.14099255
New York Transit Museum,0.36114106,0.13867518,1.3732509e-05,0.43065387,8.163331e-05,0.069434494
Tompkins Square Park,0.024965977,0.25369835,0.0039076735,0.04220412,0.5075736,0.16765027
Swedish Cottage Marionette Theatre,5.8105805e-05,0.034349773,1.51716795e-05,0.1828086,0.088433005,0.69433534
Helmsley Building,0.6002577,0.0001316172,0.008686956,0.1863787,0.20438975,0.00015523318
Church of St. Paul the Apostle,0.6513725,9.952345e-05,0.019292764,0.2573484,0.03859662,0.033290196
The Armory (Track),0.106075145,6.038644e-05,0.0071724765,0.18737133,0.07771784,0.62160283
Barney's,0.37979066,0.21175642,7.754614e-06,0.14571533,0.003813092,0.25891677
